ID,Year,Month,Day,Parameter,Flow (m3/s)
04LG004,2020,3,28,47,139.33333333333334
04LG004,2020,3,29,47,162.45833333333334
04LG004,2020,3,30,47,201.91666666666666
04LG004,2020,3,31,47,192.79166666666666
04LG004,2020,4,1,47,160.5
04LG004,2020,4,2,47,154.25
04LG004,2020,4,3,47,177.04166666666666
04LG004,2020,4,4,47,186.25
04LG004,2020,4,5,47,175.83333333333334
04LG004,2020,4,6,47,240.58333333333334
04LG004,2020,4,7,47,325.0833333333333
04LG004,2020,4,8,47,361.5416666666667
04LG004,2020,4,9,47,359.875
04LG004,2020,4,10,47,294.5
04LG004,2020,4,11,47,256.1666666666667
04LG004,2020,4,12,47,264.9583333333333
04LG004,2020,4,13,47,302.1666666666667
04LG004,2020,4,14,47,418.5416666666667
04LG004,2020,4,15,47,465.0416666666667
04LG004,2020,4,16,47,528.6666666666666
04LG004,2020,4,17,47,611.875
04LG004,2020,4,18,47,561.7916666666666
04LG004,2020,4,19,47,559.1666666666666
04LG004,2020,4,20,47,600.3333333333334
04LG004,2020,4,21,47,648.9583333333334
04LG004,2020,4,22,47,686.625
04LG004,2020,4,23,47,717.2083333333334
04LG004,2020,4,24,47,681.2916666666666
04LG004,2020,4,25,47,655.125
04LG004,2020,4,26,47,682.5416666666666
04LG004,2020,4,27,47,811.5
04LG004,2020,4,28,47,908.5833333333334
04LG004,2020,4,29,47,1079.6666666666667
04LG004,2020,4,30,47,1425.0
04LG004,2020,5,1,47,1767.0833333333333
04LG004,2020,5,2,47,2406.315789473684
04LG004,2020,5,3,47,2751.6666666666665
04LG004,2020,5,4,47,3387.2324723247234
04LG004,2020,5,5,47,3703.868613138686
04LG004,2020,5,6,47,3055.5555555555557
04LG004,2020,5,7,47,3381.284722222222
04LG004,2020,5,8,47,3539.6853146853146
04LG004,2020,5,9,47,3207.4305555555557
04LG004,2020,5,10,47,3026.628787878788
04LG004,2020,5,11,47,2738.8541666666665
04LG004,2020,5,12,47,2599.6875
04LG004,2020,5,13,47,2353.3680555555557
04LG004,2020,5,14,47,2282.6041666666665
04LG004,2020,5,15,47,2094.2708333333335
04LG004,2020,5,16,47,2322.0138888888887
